FID_,CID,ano1991,ano1992,ano1993,ano1994,ano1995,ano1996,ano1997,ano1998,ano1999,ano2000,x,y
,10435,0,0,0,0,0,0,0,0,0,0,-8.6863003,39.3326988
,10436,0,0,0,0,0,0,0,0,0,0,-8.3896999,39.2635002
,10437,0,0,0,0,0,0,0,0,0,0,-9.2314701,38.8835983
,10438,0,0,0,0,0,0,0,0,0,0,-7.7629299,41.5502014
,10439,0,0,0,0,0,0,0,0,0,0,-7.1236501,41.5802002
,10440,0,0,0,0,0,0,0,0,0,0,-8.8799000,39.4418983
,10441,0,0,0,0,0,0,0,0,0,0,-8.7246199,38.1646996
,10442,0,0,0,0,0,0,0,0,0,0,-8.5752401,37.4188004
,10443,0,0,0,0,0,0,0,0,0,0,-7.9129200,39.5582008
,10444,0,0,0,0,0,0,0,0,0,0,-7.6736102,37.3517990
,10445,0,0,0,0,0,0,0,0,0,0,-8.0002499,37.8796005
,10446,0,0,0,0,0,0,0,0,0,0,-6.8614602,41.4044991
,10447,0,0,1,0,0,0,0,0,0,0,-8.7495098,39.4212990
,10448,0,0,0,0,0,0,0,0,0,0,-8.5204296,40.4328995
,10449,0,0,0,0,0,0,0,0,0,0,-8.7260103,37.8590012
,10450,0,0,0,0,0,0,0,0,0,0,-7.2677398,41.3820000
,10451,0,0,0,0,0,0,0,0,0,0,-7.0254102,41.1932983
,10452,0,0,0,0,0,0,0,0,0,0,-7.4344702,38.9188004
,10453,0,0,0,0,0,0,0,0,0,0,-7.6217699,37.6591988
,10454,0,0,0,0,0,0,0,0,0,0,-7.9876299,39.9658012
,10455,0,0,0,0,0,0,0,0,0,0,-8.6774597,37.4435997
,10456,0,0,0,0,0,0,0,0,0,0,-8.4532604,40.1055984
,10457,0,0,0,0,0,0,0,0,0,0,-7.7925200,38.8540001
,10458,0,0,0,0,0,0,0,0,0,0,-7.3663402,39.6500015
,10459,0,0,0,0,0,0,0,0,0,0,-6.5359402,41.4698982
,10460,0,0,0,0,0,0,0,0,0,0,-8.6801205,40.0961990
,10461,0,0,0,0,1,0,0,0,0,0,-7.4535499,40.7281990
,10462,0,0,0,0,0,0,0,0,0,0,-6.7028799,41.5130005
,10463,0,0,0,0,0,0,0,0,0,0,-8.7310896,41.6095009
,10464,0,0,0,0,0,0,0,0,0,0,-8.2073002,38.1222992
,10465,0,0,0,0,0,0,0,0,0,0,-7.4843001,40.9385986
,10466,0,0,0,0,0,0,0,0,0,0,-7.7012401,41.8571014
,10467,1,0,0,0,0,0,0,0,1,0,-8.3091097,39.8058014
,10468,0,0,0,0,0,0,0,0,0,0,-6.3153400,41.4238014
,10469,0,0,0,0,0,0,0,0,0,0,-7.3841300,38.5056000
,10470,0,0,0,0,0,0,0,0,0,0,-8.6972599,41.8931007
,10471,0,0,0,0,0,0,0,0,0,0,-6.9436302,41.5350990
,10472,0,0,0,0,0,0,0,0,0,0,-6.8196101,41.3386002
,10473,0,0,0,0,0,0,0,0,0,0,-8.0487700,37.4035988
,10474,0,0,0,0,0,0,0,0,0,0,-8.1254702,39.8137016
,10475,0,0,0,0,0,0,0,0,0,0,-7.7792301,37.0895004
,10476,0,0,0,0,0,0,0,0,0,0,-8.6872997,40.3706017
,10477,0,0,0,0,0,0,0,0,0,0,-7.7789402,38.9348984
,10478,0,0,0,0,0,0,0,0,0,0,-8.3543997,38.0022011
,10479,0,0,0,0,0,0,0,0,0,0,-7.6151199,41.6609001
,10480,0,0,0,0,0,0,0,0,0,0,-7.4008999,41.4495010
,10481,0,0,0,0,0,0,0,0,0,0,-8.5759296,37.5472984
,10482,0,0,0,0,0,0,0,0,0,0,-8.4293604,39.0102997
,10483,0,0,0,0,0,0,0,0,0,0,-8.2860699,38.8708000
,10484,0,0,0,0,0,0,0,0,0,0,-7.4464998,38.6165009
,10485,0,0,0,0,0,0,0,0,0,0,-7.7926102,37.5763016
,10486,0,0,0,0,0,0,0,0,0,0,-8.3975201,38.2013016
,10487,0,0,0,0,0,0,0,0,0,0,-8.7406998,37.2258987
,10488,0,0,0,0,0,0,0,0,0,0,-6.9680700,41.7612000
,10489,0,0,0,0,0,0,0,0,0,0,-8.3563900,37.8577995
,10490,0,0,0,0,0,0,0,0,0,0,-6.7933798,41.8161011
,10491,0,0,0,0,1,0,0,0,0,0,-7.2923598,41.6889000
,10492,0,0,0,0,0,0,0,0,0,0,-7.7097702,41.2873993
,10493,0,0,0,0,0,0,0,0,0,0,-7.7370400,38.2089996
,10494,0,0,0,0,0,0,0,0,0,0,-8.3103800,37.6394997
,10495,0,0,0,0,0,0,0,0,0,0,-7.8175602,38.0246010
,10496,0,0,0,0,0,0,0,0,0,1,-7.7116098,40.2598000
,10497,0,0,0,0,0,0,0,0,0,0,-8.4049101,40.8588982
,10498,0,0,0,0,0,0,0,0,0,0,-9.0409498,39.2449989
,10499,0,0,0,0,0,0,0,0,0,0,-7.4580898,38.0564995
,10500,0,0,0,0,1,0,0,0,0,1,-7.7809701,40.1035004
,10501,0,0,0,0,0,0,0,0,0,0,-8.1082897,42.0364990
,10502,0,0,0,0,0,0,0,0,0,0,-7.7237201,39.3095016
,10503,0,0,0,0,0,0,0,0,0,0,-7.7108998,38.5971985
,10504,0,0,0,0,0,0,0,0,0,0,-7.0323701,41.1922989
,10505,0,0,0,0,0,0,0,0,0,0,-8.1914701,42.0416985
,10506,0,0,0,0,0,0,0,0,0,0,-7.7482901,38.4193001
,10507,0,0,0,0,0,0,0,0,0,0,-8.1780596,37.5057983
,10508,0,0,0,0,0,0,0,0,0,0,-7.7930198,38.7461014
,10509,0,0,0,1,0,0,0,0,0,0,-7.1271801,41.9794006
,10510,0,0,0,0,0,0,0,0,0,0,-8.2306099,38.3856010
,10511,0,0,0,0,0,0,0,0,0,0,-7.2853599,40.9075012
,10512,0,0,0,0,0,0,0,0,0,0,-7.0626101,39.9920006
,10513,0,0,0,0,0,0,0,0,0,0,-9.1881905,39.1647987
,10514,0,0,0,0,0,0,0,0,0,0,-7.7375598,38.9320984
,10515,0,0,0,0,0,0,0,0,0,0,-7.9469199,37.0449982
,10516,0,0,0,0,0,0,0,0,0,0,-6.6135998,41.7375984
,10517,0,0,0,0,0,0,0,0,0,0,-7.9675899,41.6520996
,10518,0,0,0,0,0,0,0,0,0,0,-8.3749504,41.2288017
,10519,0,0,0,0,0,0,0,0,0,0,-8.4837198,37.7225990
,10520,0,0,0,0,0,0,0,0,0,0,-6.7404499,41.7998009
,10521,0,0,0,0,0,0,0,0,0,0,-8.5405798,40.4445992
,10522,0,0,0,0,0,0,0,0,0,0,-8.7983398,39.0685005
,10523,0,0,0,0,0,0,0,0,0,0,-8.4709597,38.8208008
,10524,0,0,0,0,0,1,0,0,1,0,-8.1288700,41.5301018
,10525,0,0,0,0,0,0,0,0,0,0,-8.6202898,40.6721992
,10526,0,0,0,0,0,0,0,0,0,0,-8.4696198,42.0176010
,10527,0,0,0,0,0,0,0,0,0,0,-8.0148697,39.0738983
,10528,0,0,0,0,0,0,0,0,0,0,-7.8294201,38.1823997
,10529,0,0,0,0,0,0,0,0,0,0,-7.6287198,37.1180992
,10530,0,0,0,0,0,0,0,0,0,0,-8.0849705,37.2701988
,10531,0,0,0,0,0,0,0,0,0,0,-8.4447699,37.1357994
,10532,0,0,0,0,0,0,0,0,0,0,-7.9198899,40.5181007
,10533,0,0,0,0,0,0,0,0,0,0,-8.0411701,39.2247009
,10534,0,0,0,0,0,0,0,0,0,0,-8.1934996,41.4618988
,10535,0,0,0,0,0,0,0,0,0,0,-8.1200504,40.1216011
,10536,0,0,0,0,0,0,0,0,0,0,-7.5657401,39.6819992
,10537,0,0,0,0,0,0,0,0,0,0,-7.8182402,39.7695007
,10538,0,0,0,0,0,0,0,0,0,0,-8.5212097,38.4648018
,10539,0,0,0,0,0,0,0,0,0,0,-8.4962301,38.5802002
,10540,0,0,0,0,0,0,0,0,0,0,-7.5954700,38.1412010
,10541,0,0,0,0,0,0,0,0,0,0,-8.2971802,39.0626984
,10542,0,0,0,0,0,0,0,0,0,0,-7.4636402,38.1949997
,10543,0,0,0,0,0,0,0,0,0,0,-9.0651903,39.3294983
,10544,0,0,0,0,0,0,0,0,0,0,-7.8483000,39.0670013
,10545,0,0,0,0,0,1,0,0,0,0,-6.8515902,41.1002007
,10546,0,0,0,0,0,0,0,0,0,0,-8.6541500,37.4737015
,10547,0,0,0,0,0,0,0,0,0,0,-8.4835196,41.7975998
,10548,0,0,0,0,0,0,0,0,0,0,-8.4637098,38.4634018
,10549,0,0,0,0,0,0,0,0,0,0,-8.1101503,39.0563011
,10550,0,0,0,0,0,0,0,0,0,0,-7.8737001,41.6446991
,10551,0,0,0,0,0,0,0,0,0,0,-6.9502101,39.8342018
,10552,0,0,0,0,0,0,0,0,0,0,-8.6397495,37.6701012
,10553,0,0,0,0,0,0,0,0,0,0,-8.1249800,40.0600014
,10554,0,0,0,0,0,0,0,0,0,0,-9.0304804,38.9217987
,10555,0,0,0,0,0,0,0,0,0,0,-7.6125898,40.5103989
,10556,0,0,0,0,0,0,0,0,0,0,-8.4748497,38.4743996
,10557,0,0,0,0,0,0,0,0,0,0,-9.4101496,38.7449989
,10558,0,0,0,0,0,0,0,0,0,0,-8.7915697,39.7447014
,10559,0,0,0,0,0,0,0,0,0,0,-7.8203101,40.5681992
,10560,0,0,0,1,0,0,0,0,0,0,-7.1680698,40.6097984
,10561,0,0,0,0,0,0,0,0,0,0,-7.3565798,38.3499985
,10562,0,0,0,0,0,0,0,0,0,0,-7.2365098,40.7290993
,10563,0,0,0,0,0,0,0,0,0,0,-8.2637596,38.8851013
,10564,0,0,0,0,0,0,0,0,0,0,-6.8840899,40.4931984
,10565,0,0,0,0,0,0,0,0,0,0,-8.6828203,38.9502983
,10566,0,0,0,0,0,0,0,0,0,0,-7.6753602,37.8338013
,10567,0,0,0,0,0,0,0,0,0,0,-8.0336199,41.5802002
,10568,0,0,0,0,0,0,0,0,0,0,-7.2734499,41.8557014
,10569,0,0,0,0,0,0,0,0,0,0,-7.7808399,38.1915016
,10570,0,0,0,0,0,0,0,0,0,0,-8.0883303,40.7140999
,10571,0,0,0,0,0,0,0,0,0,1,-7.5166001,40.2565002
,10572,0,0,0,0,0,0,0,0,0,0,-6.3853002,41.5820007
,10573,0,0,0,0,0,0,0,0,0,0,-7.9660802,37.7454987
,10574,0,0,0,0,0,0,1,0,0,0,-7.5448999,40.4356003
,10575,0,0,0,0,0,0,0,0,0,0,-7.4256301,39.8953018
,10576,0,0,0,0,0,0,0,0,0,0,-7.4910102,40.9953003
,10577,0,0,0,0,0,0,0,0,0,0,-8.5744896,40.6127014
,10578,0,0,0,0,0,0,0,0,0,0,-7.9702702,39.4943008
,10579,0,0,0,0,0,0,0,0,0,0,-8.6555099,40.6144981
,10580,0,0,0,0,0,0,0,0,0,0,-7.0422201,41.6832008
,10581,0,0,0,0,0,0,0,0,0,0,-8.2084303,37.1045990
,10582,0,0,0,0,0,0,0,0,0,0,-8.4989405,39.6124992
,10583,0,0,0,0,0,0,0,0,0,0,-8.4738903,41.6759987
,10584,0,0,0,0,0,0,0,0,0,0,-7.7484102,38.5681992
,10585,0,0,1,0,0,0,0,0,0,0,-8.8500099,40.1902008
,10586,0,0,0,0,0,0,0,0,0,0,-9.3648901,39.1325989
,10587,0,0,0,0,0,0,0,0,0,0,-7.8678598,38.4827995
,10588,0,0,0,0,0,0,0,0,0,0,-8.3446102,38.5532990
,10589,0,0,0,0,0,0,0,0,0,1,-7.9152398,39.8618011
,10590,0,0,0,0,0,0,0,0,0,0,-8.2924099,40.3809013
,10591,0,0,0,0,0,0,0,0,0,0,-7.1280499,41.3139992
,10592,0,0,0,0,0,0,0,0,0,0,-7.1552401,39.1239014
,10593,0,0,0,0,0,0,0,0,0,1,-7.5202298,40.6152000
,10594,0,0,0,0,0,0,0,0,0,0,-8.6620703,39.0951004
,10595,0,0,0,0,0,0,0,0,0,0,-7.6802602,37.9846001
,10596,0,0,0,0,0,0,0,0,0,0,-6.6745701,41.4933014
,10597,0,0,0,0,0,0,0,0,0,0,-8.5213804,41.3856010
,10598,0,0,0,0,0,0,0,0,0,0,-7.5443401,40.4012985
,10599,0,0,0,0,0,0,0,0,0,0,-7.7167301,40.3757019
,10600,0,0,0,0,0,0,0,0,0,0,-7.5289602,40.4408989
,10601,0,0,1,0,0,0,1,0,0,0,-7.3532000,40.5625000
,10602,0,0,0,0,0,0,0,0,0,0,-7.1381502,39.0787010
,10603,0,0,0,0,0,0,0,0,0,0,-8.7559204,37.8269997
,10604,0,0,0,0,0,0,0,0,0,0,-9.0733404,39.1254005
,10605,0,0,0,0,0,0,0,0,0,0,-8.5471601,38.0140991
,10606,0,0,0,0,0,0,0,0,0,0,-8.7388296,40.0723991
,10607,0,0,0,0,0,0,0,0,0,0,-7.8277402,38.6138992
,10608,0,0,0,0,0,0,0,0,0,0,-8.2879400,40.5629005
,10609,0,0,0,0,0,0,0,0,0,0,-8.3734303,41.1170006
,10610,0,0,0,0,0,0,0,0,0,0,-8.1152802,41.1128998
,10611,0,0,0,0,0,0,0,0,0,0,-8.2441101,37.8661995
,10612,0,0,0,0,0,0,0,0,0,0,-8.2265596,39.1553001
,10613,0,0,0,0,0,0,0,0,0,0,-8.0418100,41.0938988
,10614,0,0,0,0,0,0,0,0,0,0,-8.0921803,39.7789993
,10615,0,0,0,0,0,0,0,0,0,0,-7.7849798,39.7112999
,10616,0,0,0,0,0,0,0,0,0,0,-8.1106396,39.0108986
,10617,0,0,0,0,0,0,0,0,0,0,-8.4322205,38.3191986
,10618,0,0,0,0,0,0,0,0,0,0,-7.9213300,38.2375984
,10619,0,0,0,0,0,0,0,0,0,0,-6.3162699,41.4389000
,10620,0,0,0,0,0,0,0,0,0,0,-8.9618998,39.0108986
,10621,0,0,0,0,0,0,0,0,0,0,-6.4530401,41.5192986
,10622,0,0,0,0,0,0,0,0,0,0,-7.2416801,38.1365013
,10623,0,0,0,0,0,0,0,0,0,0,-7.7146101,41.0521011
,10624,0,0,0,0,0,0,0,0,0,0,-7.8729501,39.4171982
,10625,0,0,0,0,0,0,0,0,0,0,-7.2195301,41.3460007
,10626,0,0,0,0,0,0,0,0,0,0,-8.6751099,40.7528000
,10627,0,0,0,0,0,1,0,0,0,0,-8.1999798,41.1377983
,10628,0,0,0,0,0,0,0,0,0,0,-7.9153800,41.2739983
,10629,0,0,0,0,0,0,0,0,0,0,-8.3624496,37.8387985
,10630,0,0,0,0,0,0,0,0,0,0,-7.5413299,38.6309013
,10631,0,0,0,0,0,0,0,0,0,0,-7.2262998,40.0690002
,10632,0,0,0,0,0,0,0,0,0,0,-8.2877903,38.5297012
,10633,0,0,0,0,0,0,0,0,0,0,-8.6683502,39.8790016
,10634,0,0,0,0,0,0,0,0,0,0,-8.3064604,40.9149017
,10635,0,0,0,0,0,0,0,0,0,0,-7.6339402,38.7556000
,10636,0,0,0,0,0,0,0,0,0,0,-8.5985403,37.7739983
,10637,0,0,0,0,0,0,0,0,0,0,-7.7715702,41.1240997
,10638,0,0,0,0,0,0,0,0,0,0,-7.5245500,38.0093002
,10639,0,0,0,0,0,0,0,0,0,0,-8.5722504,39.7207985
,10640,0,0,0,0,0,0,0,0,0,0,-8.8643599,39.6890984
,10641,0,0,0,0,0,0,0,0,0,0,-8.6222897,40.5220985
,10642,0,0,0,0,0,0,0,0,0,0,-7.5842299,39.4426994
,10643,0,0,0,0,0,0,0,0,0,0,-7.7203498,40.4360008
,10644,0,0,0,0,0,0,0,0,0,0,-6.9921498,38.1411018
,10645,0,0,0,0,0,0,0,0,0,0,-7.2353802,40.1967010
,10646,0,0,0,0,0,0,0,0,0,0,-8.8269196,38.8555984
,10647,0,0,0,0,0,0,0,0,0,0,-8.9233303,39.2201004
,10648,0,0,0,0,0,0,0,0,0,0,-8.3128300,39.3725014
,10649,0,0,0,0,0,0,0,0,0,1,-8.2479696,40.1660995
,10650,0,0,0,0,0,0,0,0,0,0,-6.6294599,41.8846016
,10651,0,0,0,0,0,0,0,0,0,0,-7.9545102,40.4248009
,10652,0,0,0,0,0,0,0,0,0,0,-7.2913699,41.2102013
,10653,0,0,0,0,0,0,0,0,0,0,-7.0807700,40.1330986
,10654,0,0,0,0,0,0,0,0,0,0,-7.7599502,39.5261993
,10655,0,0,0,0,0,0,0,0,0,0,-8.1231699,39.3436012
,10656,0,0,0,0,0,0,0,0,0,0,-7.6899900,41.2654991
,10657,0,0,0,0,0,0,0,0,0,0,-7.9965901,39.9720993
,10658,0,0,0,0,0,0,0,0,0,0,-8.3218899,41.9886017
,10659,0,0,0,0,0,0,0,0,0,0,-7.6045799,37.4529991
,10660,0,0,0,0,0,0,0,0,0,0,-7.7966299,37.0201988
,10661,0,0,0,0,0,0,0,0,0,0,-6.9433398,39.8863983
,10662,0,0,0,0,0,0,0,0,0,0,-8.5101900,38.2490997
,10663,0,0,0,0,0,0,0,0,0,0,-8.3756199,39.5987015
,10664,0,0,0,0,1,0,0,0,0,0,-8.7155304,37.3507004
,10665,0,0,0,0,0,0,0,0,0,0,-7.4944401,40.9562988
,10666,0,0,0,0,0,0,0,0,0,0,-8.7222099,37.7230988
,10667,0,0,0,0,0,0,0,0,0,0,-8.3036003,40.6930008
,10668,0,0,0,0,0,0,0,0,0,0,-7.0736299,39.0261993
,10669,0,0,0,0,0,0,0,0,0,0,-8.7131004,37.9939003
,10670,0,0,0,0,0,0,0,0,0,0,-8.8463202,40.1589012
,10671,0,0,1,0,0,0,0,0,0,0,-8.8260698,40.3255997
,10672,0,0,0,0,0,0,0,0,0,0,-9.2257795,39.3031998
,10673,0,0,0,0,0,0,0,0,0,0,-8.0115204,38.1954994
,10674,0,0,0,0,0,0,0,0,0,0,-7.8573599,38.3134995
,10675,0,0,0,0,0,0,0,0,0,0,-7.7615299,39.4943008
,10676,0,0,0,0,0,0,0,0,0,0,-7.7780399,37.7579002
,10677,0,0,0,0,0,0,0,0,0,0,-8.5311403,40.4491997
,10678,0,0,0,0,0,0,0,0,0,0,-7.7571602,40.6026001
,10679,0,0,0,0,0,0,0,0,0,1,-7.2864599,41.1299019
,10680,0,0,0,1,0,0,1,0,0,0,-7.2321200,41.2784004
,10681,0,0,0,0,0,0,0,0,0,0,-7.7424798,38.7556992
,10682,0,0,0,0,0,0,0,0,0,0,-8.6704397,39.7956009
,10683,0,0,0,0,0,0,0,0,0,0,-7.9172702,40.9618988
,10684,0,0,0,0,0,0,0,0,0,0,-7.4274302,40.5970001
,10685,0,0,0,0,0,0,0,0,0,0,-7.7106500,39.8319016
,10686,0,0,0,0,0,0,0,0,0,0,-8.1360302,41.7809982
,10687,0,0,0,0,0,0,0,0,0,0,-8.0697803,38.1542015
,10688,0,0,0,0,0,0,0,0,0,0,-7.4394898,39.0518990
,10689,0,0,0,0,0,0,0,0,0,0,-8.2653999,40.4808006
,10690,0,0,0,0,0,0,0,0,0,0,-8.9999399,39.0251007
,10691,0,0,0,0,0,0,0,0,0,0,-7.4898701,37.2442017
,10692,0,0,0,0,0,0,0,0,0,0,-8.6460199,40.0051003
,10693,0,0,0,0,0,0,0,0,0,0,-8.6024303,39.6509018
,10694,0,0,0,0,0,0,0,0,0,0,-8.1604204,41.2505989
,10695,0,0,0,0,0,0,0,0,0,0,-7.9991698,39.2647018
,10696,0,0,0,0,0,0,0,0,0,0,-7.3893299,41.7577019
,10697,0,0,0,0,0,0,0,0,0,0,-9.0947199,39.3007011
,10698,1,0,0,0,0,0,0,0,0,0,-8.3617802,40.5046005
,10699,0,0,0,0,0,0,0,0,0,0,-8.1247196,40.5699997
,10700,0,0,0,0,0,0,0,0,0,0,-8.8241901,41.7690010
,10701,0,0,0,0,0,0,0,0,0,0,-7.5323701,38.7438011
,10702,0,0,0,0,0,0,0,0,0,0,-8.5199900,39.8913994
,10703,0,0,0,0,0,0,0,0,0,0,-7.4361801,41.0885010
,10704,0,0,0,0,0,0,0,0,0,0,-7.9777498,38.8097992
,10705,0,0,0,0,0,0,0,0,0,0,-8.0546303,41.8126984
,10706,0,0,0,0,0,0,0,0,0,0,-7.7613702,37.7631989
,10707,0,0,0,0,0,0,0,0,0,0,-8.4816303,39.4784012
,10708,0,0,0,0,0,0,0,0,0,0,-6.9217100,41.4851990
,10709,0,0,0,0,0,0,0,0,0,0,-7.4241099,37.1879997
,10710,0,0,0,0,0,0,0,0,0,0,-7.3279099,41.4154015
,10711,0,0,0,0,0,0,0,0,0,0,-7.8228998,37.0705986
,10712,0,0,0,0,0,0,0,0,0,0,-7.3761201,40.8861008
,10713,0,0,0,0,0,0,0,0,0,0,-8.7876797,40.4448013
,10714,0,0,0,0,0,0,0,0,0,0,-7.1468902,41.9650993
,10715,0,0,0,0,0,0,0,0,0,0,-8.2669497,37.7136993
,10716,0,0,0,0,0,0,0,0,0,0,-7.6374698,37.1665993
,10717,0,0,0,0,0,0,0,0,0,0,-6.9500899,41.8689003
,10718,0,0,0,0,0,0,0,0,0,0,-7.9862800,37.8573990
,10719,0,0,0,0,0,0,0,0,0,0,-7.4246001,39.3081017
,10720,0,0,0,0,0,0,0,0,0,0,-7.6631999,37.9291000
,10721,0,0,0,0,0,0,0,0,0,0,-7.0606599,41.4166985
,10722,0,0,0,0,0,0,0,0,0,0,-8.3893299,38.3605003
,10723,0,0,0,0,0,0,0,0,0,0,-8.4032698,39.4682999
,10724,0,0,0,0,0,0,0,0,0,0,-7.1275702,41.1842003
,10725,0,0,0,0,0,0,0,0,0,0,-8.3660297,37.4860001
,10726,0,0,0,0,0,0,0,0,0,0,-8.4822502,38.3783989
,10727,0,0,0,0,0,0,0,0,0,0,-8.0756102,38.6952019
,10728,0,0,0,0,0,0,0,0,0,0,-8.7927799,40.4280014
,10729,0,0,0,0,0,0,0,0,0,0,-8.5825300,39.0758018
,10730,0,0,0,0,0,0,0,0,0,0,-8.8776999,39.6514015
,10731,0,0,0,0,0,0,0,0,0,0,-8.4004602,39.5802002
,10732,0,0,0,0,0,0,0,0,0,0,-7.3419900,39.7732010
,10733,0,0,0,0,0,0,0,0,0,0,-7.7680898,40.4238014
,10734,1,0,0,0,0,0,0,0,0,0,-7.7064400,37.7014008
,10735,0,0,0,0,0,0,0,0,0,0,-8.5986795,41.4169998
,10736,0,0,0,0,0,0,0,0,0,0,-8.6682901,39.8582993
,10737,0,0,0,0,0,0,0,0,0,0,-7.7077198,37.5808983
,10738,0,0,0,0,0,0,0,0,0,0,-8.8156204,37.2062988
,10739,0,0,0,0,0,0,0,0,0,0,-6.9477801,41.6520004
,10740,0,0,0,0,0,0,0,0,0,0,-8.6107903,39.3572998
,10741,0,0,0,0,0,0,0,0,0,0,-8.5366001,41.7279015
,10742,0,0,0,0,0,0,0,0,0,0,-7.3265500,41.8125000
,10743,0,0,0,0,0,0,0,0,0,0,-8.4087496,40.1470985
,10744,0,0,0,0,0,0,0,0,0,0,-8.6949902,38.1505013
,10745,0,0,0,0,0,0,0,0,0,0,-8.4462795,39.6066017
,10746,0,0,0,0,0,0,0,0,0,0,-8.6922798,40.6367989
,10747,0,0,0,0,0,0,0,0,0,0,-7.8910999,41.1445999
,10748,0,0,0,0,0,0,0,0,0,0,-7.1868300,40.9007988
,10749,0,0,0,0,0,0,0,0,0,0,-8.8326397,37.1716995
,10750,0,0,0,0,0,0,0,0,0,0,-8.1185598,39.4149017
,10751,0,0,0,0,0,0,0,0,0,0,-7.3919501,40.9483986
,10752,0,0,0,0,0,0,0,0,0,0,-7.2400599,39.0814018
,10753,0,0,0,0,0,0,0,0,0,0,-8.6118498,38.3040009
,10754,0,0,0,0,0,0,0,0,0,0,-7.7854400,39.0172997
,10755,0,0,0,0,0,0,0,0,0,0,-7.2086902,38.0377998
,10756,0,0,0,0,0,0,0,0,0,0,-8.2734604,37.7140007
,10757,0,0,0,0,0,0,0,0,0,0,-7.8730602,39.0507011
,10758,0,0,0,0,0,0,0,0,0,0,-7.6897302,37.8820992
,10759,0,0,0,0,0,0,0,0,0,0,-7.7171698,38.5032997
,10760,0,0,0,0,0,0,0,0,0,0,-7.4824400,40.1292992
,10761,0,1,0,0,0,0,0,0,0,0,-8.0492601,40.1981010
,10762,0,0,0,0,0,0,0,0,0,0,-8.5833502,41.8401985
,10763,0,0,0,0,0,0,0,0,0,0,-8.1088495,37.3695984
,10764,0,0,0,0,0,0,0,0,0,0,-8.2965298,40.5489006
,10765,0,0,0,0,0,0,0,0,0,0,-8.5727100,39.2700005
,10766,0,0,0,0,0,0,0,0,0,0,-7.7545400,39.0000000
,10767,0,0,0,0,0,0,0,0,0,0,-8.0688801,38.3101006
,10768,0,0,0,0,0,0,0,0,0,0,-7.4686999,39.1711006
,10769,0,0,0,0,0,0,0,0,0,0,-7.9163899,41.3325005
,10770,0,0,0,0,0,0,0,0,0,0,-7.4815698,38.2162018
,10771,0,0,0,0,0,0,0,0,0,0,-8.4770203,41.7019997
,10772,0,0,0,0,0,0,0,0,0,0,-7.1093998,39.0295982
,10773,0,0,0,0,0,0,0,0,0,0,-7.8621602,41.4763985
,10774,0,0,0,0,0,0,0,0,0,0,-8.6668797,37.8069992
,10775,0,0,0,0,0,0,0,0,0,0,-7.7744598,37.2154007
,10776,0,0,0,0,0,0,0,0,0,0,-8.9300499,38.9710999
,10777,0,0,0,0,0,0,0,0,0,0,-7.0233202,41.7778015
,10778,0,0,0,0,0,0,0,0,0,0,-7.8719902,37.2533989
,10779,0,0,0,0,0,0,0,0,0,0,-7.7884402,39.6906013
,10780,0,0,0,0,0,0,0,0,0,0,-7.4553299,39.1052017
,10781,0,0,0,0,0,0,0,0,0,0,-7.4522099,38.5526009
,10782,0,0,0,0,0,0,0,0,0,0,-8.1983604,37.1526985
,10783,0,0,0,0,0,0,0,0,0,0,-8.6416397,38.5531998
,10784,0,0,0,0,0,0,0,0,0,0,-6.9962902,41.6325989
,10785,0,0,0,0,0,0,0,0,0,0,-8.1756401,38.7043991
,10786,0,0,0,0,0,0,0,0,0,0,-8.2920704,39.2434998
,10787,0,0,0,0,0,0,0,0,0,0,-8.9387102,38.8597984
,10788,0,0,0,0,0,0,0,0,0,0,-8.6888800,37.7771988
,10789,0,0,0,0,0,0,0,0,0,0,-8.5481100,40.1557007
,10790,0,0,0,0,0,0,0,0,0,0,-8.9048901,39.0694008
,10791,0,0,0,0,0,0,0,0,0,0,-7.7424998,39.3680000
,10792,0,0,0,0,0,0,0,0,0,0,-7.8157802,37.7047997
,10793,0,0,0,0,0,0,0,0,0,0,-7.5223999,39.2773018
,10794,0,0,0,0,0,0,0,0,0,0,-7.4849300,37.8501015
,10795,0,0,0,0,0,0,0,0,0,0,-7.5801401,40.9169006
,10796,0,0,0,0,0,0,0,0,0,0,-8.4701004,41.9897003
,10797,0,0,0,0,0,0,0,0,0,0,-7.8632102,37.5564003
,10798,0,0,0,0,0,0,0,0,0,0,-7.3498001,41.2851982
,10799,0,0,0,0,0,0,0,0,0,0,-8.1899900,41.6449013
,10800,0,0,0,0,0,0,0,0,0,0,-7.4530602,38.1237984
,10801,0,0,0,0,0,0,0,0,0,0,-7.4900198,39.3672981
,10802,0,0,0,0,0,0,0,0,0,0,-7.8129001,40.3997002
,10803,0,0,0,0,0,0,0,0,0,0,-7.6054802,39.5465012
,10804,0,0,0,0,0,0,0,0,0,0,-6.4170499,41.6142998
,10805,0,0,0,0,0,0,0,0,0,0,-7.8410602,38.7496986
,10806,0,0,0,0,0,0,0,0,0,0,-8.6040802,40.6264992
,10807,0,0,0,0,0,0,0,0,0,0,-8.1708403,39.1426010
,10808,0,0,0,0,0,0,0,0,0,0,-8.1364899,37.5535011
,10809,0,0,0,0,0,0,0,0,0,0,-7.7726302,38.9850998
,10810,0,0,0,0,0,0,0,0,0,1,-7.3558998,38.2113991
